_time,action,app,bytes,bytes_in,bytes_out,category,client_type,cookie,date_hour,date_mday,date_minute,date_month,date_second,date_wday,date_year,date_zone,dest,dest_addr,dest_ip,dest_port,dest_translated_ip,duration,eventtype,f5_bigip_server_host,host,http_content_type,http_host,http_method,http_referrer,http_referrer_domain,http_status,http_uri,http_url,http_user_agent,http_user_agent_length,http_version,index,is_f5_heartbeat,linecount,node,node_port,pool,protocol,punct,req_elapsed_time,req_start_time,res_start_time,response_code,rtt,site,source,sourcetype,splunk_server,src,src_addr,src_ip,status,tag,tag::eventtype,thruput,timeendpos,timestartpos,uri_path,uri_query,url,url_domain,url_length,user,vendor_product,vip,virtual_server,charset,q,t
2024-05-27T15:45:03.000+02:00,OK,HTTP,221,221,0,application/json; charset=utf-8,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,45,may,3,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.47%5,473,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,application/json; charset=utf-8,web4gfo.preprod.insee.fr:443,POST,https://web4gfo.preprod.insee.fr/en/statistiques,web4gfo.preprod.insee.fr,200,/en/solr/consultation?q=*:*,"""web4gfo.preprod.insee.fr:443/en/solr/consultation?q=*:*""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.47%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",473,2024/05/27 15:45:02,2024/05/27 15:45:02,200,473,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,221,16,0,/en/solr/consultation?q=*:*,"q=*:*""","""web4gfo.preprod.insee.fr:443/en/solr/consultation?q=*:*""","""web4gfo.preprod.insee.fr",57,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,utf-8,*:*,
2024-05-27T15:45:02.000+02:00,OK,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,45,may,2,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.46%5,5,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/en/statistiques,web4gfo.preprod.insee.fr,200,/en/solr/conjonctures,"""web4gfo.preprod.insee.fr:443/en/solr/conjonctures""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.46%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",5,2024/05/27 15:45:02,2024/05/27 15:45:02,200,5,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,0,16,0,/en/solr/conjonctures,,"""web4gfo.preprod.insee.fr:443/en/solr/conjonctures""","""web4gfo.preprod.insee.fr",51,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:45:02.000+02:00,OK,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,45,may,2,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.47%5,5,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/en/statistiques,web4gfo.preprod.insee.fr,200,/en/solr/niveauxGeographiques,"""web4gfo.preprod.insee.fr:443/en/solr/niveauxGeographiques""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.47%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",5,2024/05/27 15:45:02,2024/05/27 15:45:02,200,5,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,0,16,0,/en/solr/niveauxGeographiques,,"""web4gfo.preprod.insee.fr:443/en/solr/niveauxGeographiques""","""web4gfo.preprod.insee.fr",59,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:45:02.000+02:00,OK,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,45,may,2,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.47%5,3,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/en/statistiques,web4gfo.preprod.insee.fr,200,/en/solr/collections,"""web4gfo.preprod.insee.fr:443/en/solr/collections""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.47%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",3,2024/05/27 15:45:02,2024/05/27 15:45:02,200,3,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,0,16,0,/en/solr/collections,,"""web4gfo.preprod.insee.fr:443/en/solr/collections""","""web4gfo.preprod.insee.fr",50,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:45:02.000+02:00,OK,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,45,may,2,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.46%5,2,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/en/statistiques,web4gfo.preprod.insee.fr,200,/en/solr/categories,"""web4gfo.preprod.insee.fr:443/en/solr/categories""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.46%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",2,2024/05/27 15:45:02,2024/05/27 15:45:02,200,2,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,0,16,0,/en/solr/categories,,"""web4gfo.preprod.insee.fr:443/en/solr/categories""","""web4gfo.preprod.insee.fr",49,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:45:02.000+02:00,OK,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,45,may,2,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.46%5,4,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/en/statistiques,web4gfo.preprod.insee.fr,200,/en/solr/themes,"""web4gfo.preprod.insee.fr:443/en/solr/themes""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.46%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",4,2024/05/27 15:45:02,2024/05/27 15:45:02,200,4,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,0,16,0,/en/solr/themes,,"""web4gfo.preprod.insee.fr:443/en/solr/themes""","""web4gfo.preprod.insee.fr",45,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:45:01.000+02:00,OK,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,45,may,1,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.47%5,305,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/fr/statistiques,web4gfo.preprod.insee.fr,200,/en/statistiques,"""web4gfo.preprod.insee.fr:443/en/statistiques""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.47%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",305,2024/05/27 15:45:01,2024/05/27 15:45:01,200,305,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,0,16,0,/en/statistiques,,"""web4gfo.preprod.insee.fr:443/en/statistiques""","""web4gfo.preprod.insee.fr",46,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:45:01.000+02:00,Found,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,45,may,1,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.46%5,7,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/fr/statistiques,web4gfo.preprod.insee.fr,302,/langue/en?url=%2Ffr%2Fstatistiques,"""web4gfo.preprod.insee.fr:443/langue/en?url=%2Ffr%2Fstatistiques""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.46%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",7,2024/05/27 15:45:01,2024/05/27 15:45:01,302,7,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,302,web,web,0,16,0,/langue/en?url=%2Ffr%2Fstatistiques,"url=%2Ffr%2Fstatistiques""","""web4gfo.preprod.insee.fr:443/langue/en?url=%2Ffr%2Fstatistiques""","""web4gfo.preprod.insee.fr",65,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:45:00.000+02:00,OK,HTTP,221,221,0,application/json; charset=utf-8,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,45,may,0,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.47%5,288,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,application/json; charset=utf-8,web4gfo.preprod.insee.fr:443,POST,https://web4gfo.preprod.insee.fr/fr/statistiques,web4gfo.preprod.insee.fr,200,/fr/solr/consultation?q=*:*,"""web4gfo.preprod.insee.fr:443/fr/solr/consultation?q=*:*""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.47%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",288,2024/05/27 15:45:00,2024/05/27 15:45:00,200,288,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,221,16,0,/fr/solr/consultation?q=*:*,"q=*:*""","""web4gfo.preprod.insee.fr:443/fr/solr/consultation?q=*:*""","""web4gfo.preprod.insee.fr",57,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,utf-8,*:*,
2024-05-27T15:44:59.000+02:00,OK,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,44,may,59,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.47%5,6,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/fr/statistiques,web4gfo.preprod.insee.fr,200,/fr/solr/conjonctures,"""web4gfo.preprod.insee.fr:443/fr/solr/conjonctures""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.47%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",6,2024/05/27 15:44:59,2024/05/27 15:44:59,200,6,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,0,16,0,/fr/solr/conjonctures,,"""web4gfo.preprod.insee.fr:443/fr/solr/conjonctures""","""web4gfo.preprod.insee.fr",51,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:44:59.000+02:00,OK,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,44,may,59,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.46%5,3,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/fr/statistiques,web4gfo.preprod.insee.fr,200,/fr/solr/collections,"""web4gfo.preprod.insee.fr:443/fr/solr/collections""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.46%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",3,2024/05/27 15:44:59,2024/05/27 15:44:59,200,3,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,0,16,0,/fr/solr/collections,,"""web4gfo.preprod.insee.fr:443/fr/solr/collections""","""web4gfo.preprod.insee.fr",50,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:44:59.000+02:00,OK,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,44,may,59,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.46%5,4,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/fr/statistiques,web4gfo.preprod.insee.fr,200,/fr/solr/niveauxGeographiques,"""web4gfo.preprod.insee.fr:443/fr/solr/niveauxGeographiques""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.46%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",4,2024/05/27 15:44:59,2024/05/27 15:44:59,200,4,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,0,16,0,/fr/solr/niveauxGeographiques,,"""web4gfo.preprod.insee.fr:443/fr/solr/niveauxGeographiques""","""web4gfo.preprod.insee.fr",59,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:44:59.000+02:00,OK,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,44,may,59,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.46%5,10,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/fr/statistiques,web4gfo.preprod.insee.fr,200,/fr/solr/themes,"""web4gfo.preprod.insee.fr:443/fr/solr/themes""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.46%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",10,2024/05/27 15:44:59,2024/05/27 15:44:59,200,10,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,0,16,0,/fr/solr/themes,,"""web4gfo.preprod.insee.fr:443/fr/solr/themes""","""web4gfo.preprod.insee.fr",45,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:44:59.000+02:00,OK,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,44,may,59,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.46%5,3,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/fr/statistiques,web4gfo.preprod.insee.fr,200,/fr/solr/categories,"""web4gfo.preprod.insee.fr:443/fr/solr/categories""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.46%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",3,2024/05/27 15:44:59,2024/05/27 15:44:59,200,3,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,0,16,0,/fr/solr/categories,,"""web4gfo.preprod.insee.fr:443/fr/solr/categories""","""web4gfo.preprod.insee.fr",49,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:44:59.000+02:00,OK,HTTP,2651,0,2651,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,44,may,59,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.47%5,0,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/fr/statistiques,web4gfo.preprod.insee.fr,200,/static/img/radio-unchecked.svg,"""web4gfo.preprod.insee.fr:443/static/img/radio-unchecked.svg""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.47%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",0,2024/05/27 15:44:59,2024/05/27 15:44:59,200,0,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,2651,16,0,/static/img/radio-unchecked.svg,,"""web4gfo.preprod.insee.fr:443/static/img/radio-unchecked.svg""","""web4gfo.preprod.insee.fr",61,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:44:59.000+02:00,OK,HTTP,2747,0,2747,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,44,may,59,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.47%5,1,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/fr/statistiques,web4gfo.preprod.insee.fr,200,/static/img/radio-checked.svg,"""web4gfo.preprod.insee.fr:443/static/img/radio-checked.svg""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.47%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",1,2024/05/27 15:44:59,2024/05/27 15:44:59,200,1,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,2747,16,0,/static/img/radio-checked.svg,,"""web4gfo.preprod.insee.fr:443/static/img/radio-checked.svg""","""web4gfo.preprod.insee.fr",59,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:44:59.000+02:00,OK,HTTP,0,0,0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,44,may,59,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.46%5,12,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,,web4gfo.preprod.insee.fr:443,GET,https://web4gfo.preprod.insee.fr/fr/accueil,web4gfo.preprod.insee.fr,200,/fr/statistiques,"""web4gfo.preprod.insee.fr:443/fr/statistiques""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.46%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",12,2024/05/27 15:44:59,2024/05/27 15:44:59,200,12,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,0,16,0,/fr/statistiques,,"""web4gfo.preprod.insee.fr:443/fr/statistiques""","""web4gfo.preprod.insee.fr",46,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,,,
2024-05-27T15:44:58.000+02:00,OK,HTTP,26468,45,26423,application/x-www-form-urlencoded; charset=UTF-8,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,_pk_id.1.4b14 _pk_id.7.4b14 _pk_id.6.4b14 JSESSIONID logged_out_marketing_header_id,15,27,44,may,58,monday,2024,local,10.210.248.11%5,10.210.248.11%5,10.210.248.11%5,443,10.210.56.47%5,3695,"['f5_bigip_ltm_http_irule', 'index=f5_splunk']",172.22.7.248,172.22.7.248,application/x-www-form-urlencoded; charset=UTF-8,web4gfo.preprod.insee.fr:443,POST,https://web4gfo.preprod.insee.fr/fr/accueil,web4gfo.preprod.insee.fr,200,/fr/graphique/croissance,"""web4gfo.preprod.insee.fr:443/fr/graphique/croissance""",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,80,1.1,f5,false,1,10.210.56.47%5,80,/Common/pool_ppweb4gfoln071,HTTP,"__::_...___::_--...__[]:__//--_<>:_=""...%"",=""...%""",3695,2024/05/27 15:44:54,2024/05/27 15:44:58,200,3695,web4gfo.preprod.insee.fr:443,udp:516,f5:bigip:ltm:http:irule,qfsplindlst101.ad.insee.intra,10.41.62.56%5,10.41.62.56%5,10.41.62.56%5,200,web,web,26468,16,0,/fr/graphique/croissance,,"""web4gfo.preprod.insee.fr:443/fr/graphique/croissance""","""web4gfo.preprod.insee.fr",54,,F5 BIG-IP LTM,10.210.248.11%5,/Common/pool_ppweb4gfoln071 0,UTF-8,,
